shz4223367,7000,2室 2厅,70,高区/6层,朝南北,徐汇,漕河泾,2017.11.23,航天新苑,虹梅路2015弄
shz4218082,5800,2室 1厅,66,中区/16层,暂无数据,徐汇,漕河泾,2017.09.15,钦江大楼,钦江路15号
shz4375685,8500,2室 2厅,87,中区/35层,暂无数据,徐汇,漕河泾,2017.12.24,华悦家园,虹漕路3号， 虹漕路21号， 虹漕路23号， 虹漕路19弄
shz4365041,8900,3室 1厅,87,中区/28层,暂无数据,徐汇,漕河泾,2017.12.17,华悦家园,虹漕路3号， 虹漕路21号， 虹漕路23号， 虹漕路19弄
shz4241094,8500,2室 2厅,90,高区/35层,朝南,徐汇,漕河泾,2017.09.29,华悦家园,虹漕路3号， 虹漕路21号， 虹漕路23号， 虹漕路19弄
shz4236919,4500,1室 1厅,58,低区/34层,朝南,徐汇,漕河泾,2017.09.27,华悦家园,虹漕路3号， 虹漕路21号， 虹漕路23号， 虹漕路19弄
shzr100023664,6160,2室 1厅,62.72,高区/6层,南,徐汇,漕河泾,2017.12.30,虹梅小区,虹梅路2666弄
shz4021506,7500,2室 1厅,77,中区/17层,暂无数据,徐汇,漕河泾,2017.06.09,永兆豪庭,虹梅路2125弄， 虹梅路2588弄
shz4409702,5000,1室 2厅,58,中区/34层,暂无数据,徐汇,漕河泾,2018.01.16,华悦家园,虹漕路3号， 虹漕路21号， 虹漕路23号， 虹漕路19弄
shz4408178,7000,2室 2厅,93,高区/6层,朝南,徐汇,漕河泾,2018.01.15,虹梅小区,虹梅路2666弄
shz4398259,7000,2室 2厅,93,中区/6层,朝南北,徐汇,漕河泾,2018.01.09,虹梅小区,虹梅路2666弄
shz4381990,3700,1室 1厅,35,中区/6层,朝北,徐汇,漕河泾,2017.12.29,欣嘉苑,苍梧路468弄，钦州北路1018弄
shz4395401,8500,3室 1厅,90,高区/35层,朝南,徐汇,漕河泾,2018.01.07,华悦家园,虹漕路3号， 虹漕路21号， 虹漕路23号， 虹漕路19弄
shz4301154,6700,2室 1厅,85,低区/6层,朝南北,徐汇,漕河泾,2017.11.06,桂林苑,桂林路399号，钦州北路885弄，钦州北路888弄
shz4399097,9000,2室 2厅,88,低区/24层,朝南,徐汇,漕河泾,2018.01.09,凯迪虹桥晶舍,桂林路666弄
shz4386721,6700,2室 1厅,58,低区/34层,暂无数据,徐汇,漕河泾,2018.01.01,华悦家园,虹漕路3号， 虹漕路21号， 虹漕路23号， 虹漕路19弄
shz4386700,6700,1室 1厅,58,低区/34层,暂无数据,徐汇,漕河泾,2018.01.01,华悦家园,虹漕路3号， 虹漕路21号， 虹漕路23号， 虹漕路19弄
shz4377457,7800,2室 2厅,82,高区/6层,暂无数据,徐汇,漕河泾,2017.12.26,航天新苑,虹梅路2015弄
shz4283091,7500,2室 2厅,84,低区/6层,暂无数据,徐汇,漕河泾,2017.10.26,航天新苑,虹梅路2015弄
shz4228410,4800,2室 0厅,56,高区/7层,暂无数据,徐汇,漕河泾,2017.09.21,钦江路47弄,钦江路47弄
shz4409604,4100,1室 1厅,55,中区/11层,暂无数据,徐汇,漕河泾,2018.01.16,东方康洛,钦江路28弄1-15号
shz4360832,9000,2室 2厅,88,低区/23层,暂无数据,徐汇,漕河泾,2017.12.15,华悦家园,虹漕路3号， 虹漕路21号， 虹漕路23号， 虹漕路19弄
shzr100043914,2930,3室1厅,14.7,中区/6层,南,徐汇,漕河泾,2017.11.19,欣嘉苑,苍梧路468弄，钦州北路1018弄
shzr100043294,2530,3室1厅,9.0,高区/6层,东,徐汇,漕河泾,2017.11.14,欣嘉苑,苍梧路468弄，钦州北路1018弄
shzr100043293,2830,3室1厅,12.9,高区/6层,南,徐汇,漕河泾,2017.11.15,欣嘉苑,苍梧路468弄，钦州北路1018弄
shz4362759,8500,2室 2厅,88,低区/24层,朝南,徐汇,漕河泾,2017.12.16,凯迪虹桥晶舍,桂林路666弄
shz4356892,13000,3室 2厅,132,低区/18层,朝南北,徐汇,漕河泾,2017.12.12,永兆豪庭,虹梅路2125弄， 虹梅路2588弄
shz4342786,4600,1室 1厅,46,中区/6层,朝西北,徐汇,漕河泾,2017.12.03,桂林苑,桂林路399号，钦州北路885弄，钦州北路888弄
shz4334531,8500,2室 2厅,98,中区/13层,暂无数据,徐汇,漕河泾,2017.11.28,航天公寓,钦州北路939弄，钦州北路927弄
shz4253138,6500,2室 1厅,62,高区/7层,暂无数据,徐汇,漕河泾,2017.10.08,桂林苑,桂林路399号，钦州北路885弄，钦州北路888弄
shz4204030,5600,2室 0厅,56,中区/7层,朝南北,徐汇,漕河泾,2017.09.07,钦江路47弄,钦江路47弄
shz4182420,15000,3室 2厅,135,中区/18层,朝南北,徐汇,漕河泾,2017.08.27,永兆豪庭,虹梅路2125弄， 虹梅路2588弄
shz4346250,7500,2室 1厅,77,高区/17层,暂无数据,徐汇,漕河泾,2017.12.05,永兆豪庭,虹梅路2125弄， 虹梅路2588弄
shz4400796,5600,1室 1厅,55,低区/16层,暂无数据,徐汇,漕河泾,2018.01.11,永兆豪庭,虹梅路2125弄， 虹梅路2588弄
shz4399140,8000,2室 2厅,87,低区/30层,朝南北,徐汇,漕河泾,2018.01.09,华悦家园,虹漕路3号， 虹漕路21号， 虹漕路23号， 虹漕路19弄
shz4409621,9000,3室 2厅,114,中区/6层,暂无数据,徐汇,漕河泾,2018.01.16,欣嘉苑,苍梧路468弄，钦州北路1018弄
shz4372037,4600,1室 1厅,80,低区/6层,暂无数据,徐汇,漕河泾,2017.12.22,欣嘉苑,苍梧路468弄，钦州北路1018弄
shz4213112,7000,2室 2厅,50,高区/6层,朝南北,徐汇,漕河泾,2017.09.12,欣嘉苑,苍梧路468弄，钦州北路1018弄
shz3677135,7000,2室 2厅,77,高区/6层,暂无数据,徐汇,漕河泾,2017.09.15,欣嘉苑,苍梧路468弄，钦州北路1018弄
shz4392133,3400,1室 1厅,42,低区/7层,暂无数据,杨浦,五角场,2018.01.05,三门路358弄,三门路358弄
shz4295414,3500,1室 1厅,44,中区/7层,暂无数据,杨浦,五角场,2017.11.03,三门路358弄,三门路358弄
shz4401069,8000,2室 1厅,55,中区/7层,朝南北,杨浦,五角场,2018.01.11,北茶园,国顺路80弄
shz4401033,5600,2室 1厅,51,中区/6层,朝南,杨浦,五角场,2018.01.11,铁路新村(杨浦),国定路277弄
shz4393849,3300,1室 0厅,32,高区/6层,朝南,杨浦,五角场,2018.01.06,邯郸小区,邯郸路20弄
shz4381737,3300,1室 1厅,33,高区/6层,朝南,杨浦,五角场,2017.12.29,黄兴路2020弄,黄兴路2020弄
shz4380461,4200,1室 1厅,40,低区/7层,朝南,杨浦,五角场,2017.12.28,铁路新村(杨浦),国定路277弄
shz4379390,5200,2室 1厅,49,中区/6层,朝南,杨浦,五角场,2017.12.27,国定路600弄,国定路600弄
shz4368392,4800,2室 1厅,41,中区/6层,暂无数据,杨浦,五角场,2017.12.20,黄兴路2020弄,黄兴路2020弄
shz4357230,4500,1室 1厅,45,低区/6层,朝南,杨浦,五角场,2017.12.12,东方家园,国顺路128弄
shz4347373,6500,2室 2厅,110,高区/6层,暂无数据,杨浦,五角场,2017.12.06,文化名园,吉浦路375弄
shz4338858,3400,1室 1厅,38,低区/7层,暂无数据,杨浦,五角场,2017.12.01,三门路510弄,三门路510弄
shz4334467,4500,2室 1厅,60,中区/6层,朝南北,杨浦,五角场,2017.11.28,财大小区,政立路580弄
shz4325781,5200,2室 1厅,62,高区/6层,朝南北,杨浦,五角场,2017.11.22,文化名园,吉浦路375弄
shz4323477,4600,2室 1厅,46,高区/6层,暂无数据,杨浦,五角场,2017.11.20,铁路新村(杨浦),国定路277弄
shz4314123,5000,2室 0厅,53,高区/6层,朝南北,杨浦,五角场,2017.11.15,铁路新村(杨浦),国定路277弄
shz4311644,3700,2室 1厅,49,中区/7层,暂无数据,杨浦,五角场,2017.11.13,三门路510弄,三门路510弄
shz4292197,3500,1室 0厅,33,低区/6层,暂无数据,杨浦,五角场,2017.11.01,黄兴路2020弄,黄兴路2020弄
shz4213179,6300,2室 0厅,65,中区/6层,暂无数据,杨浦,五角场,2017.09.12,政通路100弄,政通路100弄
shz4143122,5500,2室 1厅,61,高区/6层,暂无数据,杨浦,五角场,2017.08.07,文化名园,吉浦路375弄
shz4392226,4000,1室 0厅,32,高区/6层,暂无数据,杨浦,五角场,2018.01.05,国顺路389弄,国顺路389弄
shz4409104,3600,1室 1厅,31,高区/6层,暂无数据,杨浦,五角场,2018.01.16,武川路99弄,武川路99弄
shz4404837,4500,1室 1厅,48,中区/6层,暂无数据,杨浦,五角场,2018.01.13,政民路230弄,政民路230弄
shz4404695,4500,2室 2厅,73,低区/20层,暂无数据,杨浦,五角场,2018.01.13,吉浦小区,吉浦路395弄
shz4401038,5600,3室 1厅,53,中区/6层,朝南北,杨浦,五角场,2018.01.11,国顺路300弄,国顺路300弄
shz4400374,3900,1室 1厅,48,中区/6层,暂无数据,杨浦,五角场,2018.01.10,南茶园,国顺路81弄
shz4397293,8000,2室 1厅,53,低区/6层,朝南北,杨浦,五角场,2018.01.08,政民路230弄,政民路230弄
shz4378812,5300,2室 1厅,68,高区/6层,朝南北,杨浦,五角场,2017.12.27,国远小区,国权路322弄
shz4350449,3800,1室 0厅,34,中区/6层,朝南,杨浦,五角场,2017.12.08,四路2100弄,四路2100弄
shz4341144,4000,1室 1厅,44,低区/6层,朝南北,杨浦,五角场,2017.12.02,武川路99弄,武川路99弄
shz4335773,5500,2室 1厅,48,低区/6层,朝南,杨浦,五角场,2017.11.29,四路2100弄,四路2100弄
shz4256543,6500,2室 2厅,77,高区/6层,暂无数据,杨浦,五角场,2017.10.10,海鸿公寓,国权路95弄
shz4396962,4000,1室 1厅,41,高区/6层,暂无数据,杨浦,五角场,2018.01.08,黄兴路2020弄,黄兴路2020弄
shz4394681,4100,2室 1厅,38,高区/6层,朝南,杨浦,五角场,2018.01.06,复旦零号宿舍,国年路250弄
shz4391444,3500,1室 0厅,29,低区/6层,暂无数据,杨浦,五角场,2018.01.04,四路2100弄,四路2100弄
shz4382523,7500,2室 1厅,47,中区/6层,暂无数据,杨浦,五角场,2017.12.29,四路2100弄,四路2100弄
shz4374697,11000,3室 2厅,157,中区/14层,暂无数据,杨浦,五角场,2017.12.24,东方家园,国顺路128弄
shz4363363,5000,1室 1厅,45,低区/6层,暂无数据,杨浦,五角场,2017.12.16,北茶园,国顺路80弄
shz4355666,4500,1室 1厅,48,低区/7层,暂无数据,杨浦,五角场,2017.12.11,政通路118弄,政通路118弄（1-19号）
shz4349791,4300,1室 1厅,37,中区/7层,朝南,杨浦,五角场,2017.12.07,文化名园,吉浦路375弄
shz4335571,4400,1室 1厅,41,高区/5层,朝南,杨浦,五角场,2017.11.29,四路2065弄,四路2065弄
shz4333237,11500,2室 1厅,81,高区/6层,朝南,杨浦,五角场,2017.11.27,轻舟花苑,邯郸路446弄
shz4333093,8000,2室 2厅,80,中区/23层,朝西北,杨浦,五角场,2017.11.27,怡福苑,国顺路66弄
shz4328550,7000,3室 1厅,80,中区/6层,朝南北,杨浦,五角场,2017.11.24,南茶园,国顺路81弄
shz4312289,4800,2室 1厅,56,高区/6层,朝南,杨浦,五角场,2017.11.13,国年路160弄,国年路160弄
shz4309395,4300,2室 1厅,61,低区/7层,暂无数据,杨浦,五角场,2017.11.11,三门路358弄,三门路358弄
shz4277901,5500,2室 2厅,82,中区/6层,朝南北,杨浦,五角场,2017.10.23,大诚花苑,国定路299弄
shz4272426,2800,1室 0厅,30,中区/6层,暂无数据,杨浦,五角场,2017.10.19,武川路99弄,武川路99弄
shz4271785,6800,1室 1厅,51,中区/16层,朝南,杨浦,五角场,2017.10.19,财富公寓,政旦东路8弄
shz4239581,4300,1室 1厅,40,高区/6层,暂无数据,杨浦,五角场,2017.09.28,建新小区,邯郸路470弄
shz4405415,6500,2室 1厅,55,高区/6层,朝南,杨浦,五角场,2018.01.13,政通路118弄,政通路118弄（1-19号）
shz4401320,3500,1室 1厅,34,低区/6层,暂无数据,杨浦,五角场,2018.01.11,四路2100弄,四路2100弄
shz4393880,11000,2室 2厅,128,中区/7层,朝东西,杨浦,五角场,2018.01.06,创智坊(公寓),伟德路10弄，大学路63弄，大学路88弄，大学路186弄，大学路187弄，大学路268弄，大学路277弄
shz4393264,9800,2室 1厅,80,高区/6层,暂无数据,杨浦,五角场,2018.01.05,政通路311弄,政通路311弄
shz4358761,3700,1室 1厅,39,中区/6层,暂无数据,杨浦,五角场,2017.12.13,武川路245弄,武川路245弄
shzr100050420,2130,3室1厅,8.2,低区/6层,北,杨浦,五角场,2018.01.11,国定路555弄,国定路555弄
shzr100047425,2690,4室1厅,14.49,低区/12层,南,杨浦,五角场,2017.12.16,三湘世纪花城,纪念路289弄
shzr100047207,2290,2室1厅,8.5,低区/6层,北,杨浦,五角场,2017.12.14,仁德路67弄10支弄,仁德路67弄10支弄
shz4358816,4000,1室 1厅,35,高区/7层,暂无数据,杨浦,五角场,2017.12.13,铁路新村(杨浦),国定路277弄
shz4387876,4500,1室 1厅,54,高区/6层,暂无数据,杨浦,五角场,2018.01.02,政通路311弄,政通路311弄
shz4385607,6700,2室 2厅,90,中区/6层,朝南北,杨浦,五角场,2017.12.31,大诚花苑,国定路299弄
shz4357304,4500,1室 1厅,43,高区/6层,暂无数据,杨浦,五角场,2017.12.12,财大小区,政立路580弄
shz4345863,5800,2室 1厅,52,中区/6层,暂无数据,杨浦,五角场,2017.12.05,政通路118弄,政通路118弄（1-19号）
shz4309092,7500,2室 1厅,92,高区/7层,暂无数据,杨浦,五角场,2017.11.11,政通路100弄,政通路100弄
shzr100050782,2890,4室1厅,26.4,中区/10层,南,杨浦,五角场,2018.01.13,文化花园清华苑,仁德路100弄
shzr100050781,2390,4室1厅,15.0,中区/10层,北,杨浦,五角场,2018.01.13,文化花园清华苑,仁德路100弄
shzr100050780,2530,4室1厅,11.5,中区/10层,南,杨浦,五角场,2018.01.13,文化花园清华苑,仁德路100弄
shzr100050779,3390,4室1厅,16.2,中区/10层,南,杨浦,五角场,2018.01.13,文化花园清华苑,仁德路100弄
shzr100050761,2460,4室1厅,11.9,中区/12层,南,杨浦,五角场,2018.01.13,文化花园明珠苑,逸仙路655弄
shzr100050441,2260,3室1厅,10.0,低区/6层,北,杨浦,五角场,2018.01.15,同济北苑,三门路318弄
shzr100050126,4090,1室 1厅,40.41,高区/7层,南,杨浦,五角场,2018.01.08,三门路358弄,三门路358弄
shzr100049772,4190,1室 1厅,43.36,高区/7层,南,杨浦,五角场,2018.01.05,三门路358弄,三门路358弄
shzr100049670,5790,2室 1厅,50.0,高区/6层,南,杨浦,五角场,2018.01.09,国定路600弄,国定路600弄
shzr100049663,5590,2室 1厅,64.23,低区/6层,南,杨浦,五角场,2018.01.04,文化名园,吉浦路375弄
shzr100049453,2290,3室1厅,7.4,高区/6层,北,杨浦,五角场,2018.01.02,国定路700弄,国定路700弄
shzr100049452,2790,3室1厅,13.8,高区/6层,南,杨浦,五角场,2018.01.02,国定路700弄,国定路700弄
shzr100049451,2990,3室1厅,12.0,高区/6层,南,杨浦,五角场,2018.01.02,国定路700弄,国定路700弄
shzr100049377,5190,2室 1厅,65.95,高区/7层,南,杨浦,五角场,2018.01.01,三门路510弄,三门路510弄
shzr100049225,5490,2室 1厅,61.32,高区/6层,南,杨浦,五角场,2017.12.30,仁德路67弄10支弄,仁德路67弄10支弄
shzr100049224,5690,2室 1厅,42.42,中区/6层,南,杨浦,五角场,2018.01.04,国定路555弄,国定路555弄
shzr100049133,2290,4室1厅,11.9,中区/6层,北,杨浦,五角场,2017.12.29,乾阳佳园,三门路588弄
shzr100049132,2390,4室1厅,10.6,中区/6层,南,杨浦,五角场,2017.12.29,乾阳佳园,三门路588弄
shzr100049127,2490,4室1厅,9.0,低区/7层,北,杨浦,五角场,2017.12.29,政通新苑,政通路70弄
shzr100049126,2590,4室1厅,9.4,低区/7层,北,杨浦,五角场,2017.12.29,政通新苑,政通路70弄
shzr100048762,2660,4室1厅,11.7,低区/28层,南,杨浦,五角场,2018.01.12,皇朝新城,黄兴路1999弄
shzr100048588,2390,4室1厅,10.4,低区/11层,南,杨浦,五角场,2017.12.25,文化花园香榭丽苑,武川路75弄
shzr100048544,3290,3室2厅,23.12,高区/12层,南,杨浦,五角场,2017.12.25,明和苑,逸仙路599弄
shzr100048480,6290,2室 1厅,65.14,低区/6层,南,杨浦,五角场,2017.12.24,政通路250弄,政通路250弄
shzr100048165,2290,4室1厅,6.1,中区/23层,西,杨浦,五角场,2017.12.22,怡福苑,国顺路66弄
shzr100048142,5890,2室 1厅,51.3,高区/6层,南,杨浦,五角场,2017.12.21,国定路600弄,国定路600弄
shzr100048087,3460,3室1厅,8.0,中区/23层,南,杨浦,五角场,2017.12.22,怡福苑,国顺路66弄
shzr100047983,2890,4室1厅,14.1,中区/11层,南,杨浦,五角场,2017.12.22,文化花园香榭丽苑,武川路75弄
shzr100047982,2390,4室1厅,11.8,中区/11层,北,杨浦,五角场,2017.12.22,文化花园香榭丽苑,武川路75弄
shzr100046907,2590,3室1厅,10.9,高区/6层,北,杨浦,五角场,2017.12.12,建新小区,邯郸路470弄
shzr100046865,2690,5室1厅,13.6,高区/6层,南,杨浦,五角场,2017.12.11,汇丰苑,国权后路25弄
shzr100046751,2390,3室1厅,10.6,中区/11层,北,杨浦,五角场,2017.12.11,文化花园香榭丽苑,武川路75弄
shzr100046740,2890,3室1厅,15.8,低区/8层,南,杨浦,五角场,2017.12.18,新江湾佳苑,政立路505弄
shzr100046100,2390,5室1厅,11.4,低区/11层,北,杨浦,五角场,2017.12.05,文化花园香榭丽苑,武川路75弄
shzr100046099,2590,5室1厅,13.4,低区/11层,南,杨浦,五角场,2017.12.05,文化花园香榭丽苑,武川路75弄
shzr100046098,2790,5室1厅,11.5,低区/11层,南,杨浦,五角场,2017.12.07,文化花园香榭丽苑,武川路75弄
shzr100046077,2530,3室1厅,14.0,低区/6层,南,杨浦,五角场,2017.12.05,正文花园(一期),政立路1588弄
shzr100044354,2330,4室1厅,10.8,中区/6层,北,杨浦,五角场,2017.11.26,文化花园清华苑,仁德路100弄
shzr100040513,5290,2室 1厅,54.3,高区/6层,南,杨浦,五角场,2017.10.25,仁德路67弄10支弄,仁德路67弄10支弄
shzr100040164,2660,4室1厅,13.4,低区/12层,南,杨浦,五角场,2017.12.27,三湘世纪花城,纪念路289弄
shzr100039135,2890,4室1厅,19.6,高区/12层,南,杨浦,五角场,2018.01.14,三湘世纪花城三期,学府街88弄，吉浦路99弄
shzr100038486,2560,4室1厅,14.9,中区/11层,南,杨浦,五角场,2017.10.13,文轩佳苑,政通路95弄
shzr100038372,2360,3室1厅,7.7,高区/6层,北,杨浦,五角场,2018.01.14,国定路700弄,国定路700弄
shzr100036299,2590,4室1厅,13.2,低区/12层,北,杨浦,五角场,2017.12.17,黄兴公寓,黄兴路1669弄
shzr100036240,2430,3室1厅,10.6,高区/6层,南,杨浦,五角场,2018.01.13,国定路600弄,国定路600弄
shzr100031937,2630,4室1厅,11.4,高区/28层,南,杨浦,五角场,2017.12.27,皇朝新城,黄兴路1999弄
shzr100031203,2560,4室1厅,14.3,高区/11层,南,杨浦,五角场,2018.01.15,文化花园园中苑,武东路315弄
shzr100027418,2860,3室1厅,22.7,低区/6层,南,杨浦,五角场,2018.01.06,同济北苑,三门路318弄
shzr100026306,3890,1室 1厅,34.31,中区/5层,南,杨浦,五角场,2018.01.09,四路2065弄,四路2065弄
shzr100021153,2230,4室1厅,10.1,中区/6层,北,杨浦,五角场,2018.01.06,文化花园香榭丽苑,武川路75弄
shzr100020057,2790,4室1厅,16.0,中区/6层,南,杨浦,五角场,2017.12.15,文化花园清华苑,仁德路100弄
shzr100019329,2530,4室1厅,11.3,高区/21层,南,杨浦,五角场,2018.01.09,兰港大楼,逸仙路167弄
shzr100016959,5020,2室 1厅,65.43,中区/6层,南,杨浦,五角场,2017.11.23,政立路830弄,政立路830弄
shzr100011025,2090,3室1厅,6.2,高区/6层,北,杨浦,五角场,2018.01.14,北茶园,国顺路80弄
shzr100010504,2390,4室1厅,8.74,中区/25层,西,杨浦,五角场,2018.01.08,怡福苑,国顺路66弄
shzr100010147,6290,2室 1厅,57.36,低区/6层,南,杨浦,五角场,2017.12.15,国定路600弄,国定路600弄
shzr100009167,3090,3室2厅,9.0,高区/14层,北,杨浦,五角场,2018.01.06,三湘世纪花城三期,学府街88弄，吉浦路99弄
shzr100009118,3490,3室1厅,11.6,中区/23层,东,杨浦,五角场,2017.12.20,怡福苑,国顺路66弄
shzr100006189,2130,4室1厅,9.3,中区/21层,北,杨浦,五角场,2018.01.13,兰港大楼,逸仙路167弄
shzr100006140,3030,4室1厅,12.7,高区/11层,南,杨浦,五角场,2018.01.12,文化花园清华苑,仁德路100弄
shzr100004399,4490,1室 1厅,31.62,低区/6层,南,杨浦,五角场,2017.11.13,黄兴路2020弄,黄兴路2020弄
